Position,Track Name,Artist,Streams,URL,Date,Region,danceability,energy,speechiness,tempo,valence,acousticness,Artist Popularity,Label
130.0,Hoy Acá en el Baile (Cara de Gitana) - Versión el Pepo,El Pepo,19577.0,https://open.spotify.com/track/74onbSJ49kgKFGrwUwY9oC,2017-01-01,ar,0.7659999999999999,0.5479999999999999,0.0404,95.983,0.7909999999999999,0.0333,49.0,1
131.0,Fanática Sensual,Plan B,19523.0,https://open.spotify.com/track/1BygxKyZjq2xjQiFMkSFGp,2017-01-01,ar,0.7929999999999999,0.853,0.0477,164.02200000000005,0.906,0.0937,72.0,1
132.0,Trumpets,Sak Noel & Salvi,19427.0,https://open.spotify.com/track/5dH7o4TP3HYLvCjo4QAhhv,2017-01-01,ar,0.6759999999999999,0.708,0.225,100.025,0.435,0.00251,75.73218390804598,1
133.0,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,19335.0,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65,2017-01-01,ar,0.639,0.8690000000000001,0.147,169.801,0.767,0.27,78.0,1
134.0,Heathens,Twenty One Pilots,19334.0,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr,2017-01-01,ar,0.732,0.396,0.0286,90.024,0.5479999999999999,0.0841,84.0,1
135.0,Ocho Cuarenta,Rodrigo,19319.0,https://open.spotify.com/track/6jDx3MNG0yJdrvEBZohKBE,2017-01-01,ar,0.614,0.7020000000000001,0.0316,147.98,0.851,0.0759,59.0,1
136.0,El Taxi,Pitbull,19272.0,https://open.spotify.com/track/501PoxE6Qti2ekECimQeXK,2017-01-01,ar,0.8690000000000001,0.691,0.192,95.019,0.875,0.12,84.0,1
137.0,The Mack,Nevada,19192.0,https://open.spotify.com/track/7aV2mflaASUmGhCErm7kBO,2017-01-01,ar,0.7070000000000001,0.883,0.0602,106.031,0.541,0.0707,60.0,1
138.0,Que Bonito,Banda XXI,19093.0,https://open.spotify.com/track/3XmpHN0jwCV1unk8ygs1Ku,2017-01-01,ar,0.778,0.813,0.0304,140.031,0.962,0.371,57.0,1
139.0,El Chisme,Reykon,18931.0,https://open.spotify.com/track/4VXejnj5WgM6H72ct2fSgQ,2017-01-01,ar,0.723,0.929,0.106,92.964,0.812,0.119,70.0,1
140.0,Hymn For The Weekend - Seeb Remix,Coldplay,18823.0,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-01,ar,0.565,0.8490000000000001,0.0517,102.034,0.4270000000000001,0.00868,89.0,1
141.0,Acércate (feat. Nicky Jam) - Remix,De La Ghetto,18810.0,https://open.spotify.com/track/35OC6rMxa8lJi8eDiUVShS,2017-01-01,ar,0.745,0.875,0.0444,88.007,0.728,0.0659,81.0,1
142.0,Si Ella Quisiera,Justin Quiles,18769.0,https://open.spotify.com/track/7cIkMEpDhT7Vpw1FHOQqKC,2017-01-01,ar,0.77,0.612,0.086,90.02,0.63,0.0789,74.0,1
143.0,El Bombón,Los Palmeras,18741.0,https://open.spotify.com/track/68drjp77R32xEkzP1vxlF6,2017-01-01,ar,0.7390000000000001,0.768,0.0603,164.137,0.867,0.199,59.0,1
144.0,Hello,Karol G,18555.0,https://open.spotify.com/track/1PGENMzwUy16wlpZiuLS65,2017-01-01,ar,0.8059999999999999,0.82,0.0617,94.985,0.845,0.449,79.0,1
145.0,Cuando Me Enamoro,Banda XXI,18527.0,https://open.spotify.com/track/7IUFDlflcQjHNxg8H0us34,2017-01-01,ar,0.648,0.833,0.0301,141.918,0.91,0.104,57.0,1
146.0,Yo tambien,Rombai,18433.0,https://open.spotify.com/track/1EK5Sm4E09P1lcdyKsygoV,2017-01-01,ar,0.5489999999999999,0.645,0.14800000000000002,200.174,0.909,0.0959,67.0,1
147.0,Soy Cordobes,Rodrigo,18428.0,https://open.spotify.com/track/5wG4J1UECH0c42YhMhSkcS,2017-01-01,ar,0.51,0.942,0.0939,158.372,0.818,0.155,59.0,1
148.0,Linda,Marka Akme,18284.0,https://open.spotify.com/track/5L4iwTXzuuWcV0m0sEDrgj,2017-01-01,ar,0.812,0.7509999999999999,0.0473,87.985,0.904,0.139,47.0,1
149.0,Nunca me Faltes,Antonio Rios,18253.0,https://open.spotify.com/track/3YCcsuRdJArE4rsAG5V3sW,2017-01-01,ar,0.767,0.7020000000000001,0.0316,104.619,0.8690000000000001,0.157,47.0,1
150.0,Segundas Intenciones,Rombai,18247.0,https://open.spotify.com/track/1y2jGfgALBBNZL6tXPI2Ke,2017-01-01,ar,0.802,0.674,0.0562,110.02,0.83,0.152,67.0,1
151.0,La Ventanita,Grupo Sombras,18237.0,https://open.spotify.com/track/2dfnK7rHRibkQR93iZn7Z2,2017-01-01,ar,0.662,0.813,0.0425,100.855,0.96,0.278,47.0,1
152.0,Chica Real,El Villano,18209.0,https://open.spotify.com/track/0KrNNpgu7qGQPNQAQBLGwX,2017-01-01,ar,0.6609999999999999,0.907,0.203,94.069,0.87,0.0799,53.0,1
153.0,Pierde Los Modales,J Balvin,18126.0,https://open.spotify.com/track/4r3itKA9HEJo48RG65OEnt,2017-01-01,ar,0.769,0.764,0.175,89.991,0.5920000000000001,0.194,94.0,1
154.0,Una Cita - Remix,Alkilados,18103.0,https://open.spotify.com/track/6v3QCw4ca5cR4VkzpG0PHy,2017-01-01,ar,0.78,0.845,0.0724,95.981,0.6940000000000001,0.195,64.0,1
155.0,Corazon De Seda (feat. Ozuna),Klasico,18065.0,https://open.spotify.com/track/0uRHot8ml8U8cYVwwzMwNT,2017-01-01,ar,0.841,0.6940000000000001,0.0937,90.03399999999998,0.83,0.0759,56.0,1
156.0,Olvídala,Banda XXI,17636.0,https://open.spotify.com/track/1cJNFxiyjh8Ooqg5U4752G,2017-01-01,ar,0.736,0.73,0.0537,150.113,0.888,0.614,57.0,1
157.0,La Cumbita,Tambó Tambó,17626.0,https://open.spotify.com/track/4De1d3fqH4Pnb6K20sRVBa,2017-01-01,ar,0.84,0.65,0.0678,92.698,0.747,0.112,47.0,1
158.0,Si Me Dices Que Si (feat. Nicky Jam),Cosculluela,17442.0,https://open.spotify.com/track/3noN1TxpjbjjmKqssghvg8,2017-01-01,ar,0.67,0.679,0.118,172.06900000000005,0.7979999999999999,0.189,77.0,1
159.0,Otra Copa (feat. Farruko),Justin Quiles,17336.0,https://open.spotify.com/track/5KX51uLJYo1S1MmITG7lHD,2017-01-01,ar,0.754,0.618,0.13,87.98299999999998,0.477,0.213,74.0,1
160.0,Hola,Joey Montana,17168.0,https://open.spotify.com/track/03h8eaVgdJJ14cCKiO4ONX,2017-01-01,ar,0.639,0.828,0.0775,178.033,0.952,0.0545,75.0,1
161.0,No Me Olvides,La Beriso,17000.0,https://open.spotify.com/track/7LDUiraavMZ6mb8hK3mXkj,2017-01-01,ar,0.402,0.767,0.041,155.933,0.328,0.0513,66.0,1
162.0,Adios,Rombai,16874.0,https://open.spotify.com/track/6cwrN0Go9VBDFj4n7riKPU,2017-01-01,ar,0.7240000000000001,0.654,0.0985,139.451,0.708,0.16399999999999998,67.0,1
163.0,Acá Estoy,El Reja,16865.0,https://open.spotify.com/track/5LRSzLW5nw0j1tglHlNOHp,2017-01-01,ar,0.731,0.863,0.0377,107.992,0.963,0.125,51.0,1
164.0,Stressed Out,Twenty One Pilots,16845.0,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn,2017-01-01,ar,0.7340000000000001,0.637,0.141,169.977,0.648,0.0462,84.0,1
165.0,Si Ella Quisiera - Remix,Justin Quiles,16789.0,https://open.spotify.com/track/0A2h9QjoPdbVwa9LFiijqM,2017-01-01,ar,0.777,0.687,0.0722,89.99799999999998,0.6920000000000001,0.0385,74.0,1
166.0,Amores Como el Nuestro,Los Charros,16760.0,https://open.spotify.com/track/6z6aUQtuqZzq2tbyVwHO6n,2017-01-01,ar,0.614,0.8759999999999999,0.0299,96.326,0.7879999999999999,0.385,51.0,1
167.0,Taste Of Love,Maxi Trusso,16734.0,https://open.spotify.com/track/0Xry4aZncthPqpSjFhgsHl,2017-01-01,ar,0.6809999999999999,0.7929999999999999,0.0922,125.03,0.569,0.0154,46.0,1
168.0,Que Raro,Feid,16670.0,https://open.spotify.com/track/3kg9JvQe6QJFKUQCN1oIQz,2017-01-01,ar,0.743,0.7709999999999999,0.319,171.935,0.775,0.396,61.0,1
169.0,Te Busco (feat. Nicky Jam),Cosculluela,16642.0,https://open.spotify.com/track/6wHm04cn5HxK6pE2ITEdUS,2017-01-01,ar,0.743,0.773,0.109,88.95,0.794,0.202,77.0,1
170.0,I Will Be There,Agapornis,16424.0,https://open.spotify.com/track/60LbXuVjG11t0cIendTtHh,2017-01-01,ar,0.7,0.809,0.0301,104.032,0.691,0.0277,58.0,1
171.0,Una Noche Contigo,Marama,16390.0,https://open.spotify.com/track/5wWwIYTCgkiYfR5ZVZT3Go,2017-01-01,ar,0.7490000000000001,0.7140000000000001,0.0328,109.905,0.962,0.382,65.0,1
173.0,Como Le Digo,Rodrigo,16260.0,https://open.spotify.com/track/4nH1lpWkgzQPpTYPPjWKaI,2017-01-01,ar,0.493,0.939,0.0609,160.082,0.765,0.0755,59.0,1
175.0,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,16184.0,https://open.spotify.com/track/0L7loeTIg6akW84aEQZpCT,2017-01-01,ar,0.746,0.877,0.0666,107.985,0.7509999999999999,0.0375,85.0,1
176.0,"La Ocasion (feat. Arcangel, Ozuna & Anuel Aa)",De La Ghetto,16131.0,https://open.spotify.com/track/498YWgZPJWIA4lphXtCNma,2017-01-01,ar,0.752,0.596,0.136,134.02,0.21600000000000005,0.268,81.0,1
177.0,Cuando Pase El Temblor - Remasterizado 2007,Soda Stereo,16070.0,https://open.spotify.com/track/3uMYq07Kj5m564OQwdSCrD,2017-01-01,ar,0.652,0.607,0.0368,94.089,0.72,0.0314,76.0,1
178.0,Jamas,RC BAND,16013.0,https://open.spotify.com/track/3bdgsOwSmdtKfo0K02BT8P,2017-01-01,ar,0.7090000000000001,0.637,0.0434,98.055,0.899,0.443,40.0,1
179.0,Deja Que Te Bese,Alejandro Sanz,15920.0,https://open.spotify.com/track/0s6yB0ZFl1LvYHAnGhXFga,2017-01-01,ar,0.703,0.915,0.0586,104.876,0.54,0.146,77.0,1
180.0,Time of Our Lives,Pitbull,15837.0,https://open.spotify.com/track/2bJvI42r8EF3wxjOuDav4r,2017-01-01,ar,0.72,0.802,0.0582,124.043,0.723,0.0921,84.0,1
181.0,Gyal You A Party Animal,Charly Black,15804.0,https://open.spotify.com/track/1mSzZKMIPZIkn3jFV7v62b,2017-01-01,ar,0.599,0.838,0.0996,128.85399999999998,0.847,0.0272,69.0,1
182.0,Perfect Strangers,Jonas Blue,15747.0,https://open.spotify.com/track/5bZtRlMBU76vHuDOb1GM5u,2017-01-01,ar,0.736,0.835,0.0472,117.958,0.69,0.373,80.0,1
183.0,Ego,Lali,15701.0,https://open.spotify.com/track/27xe7DYBq1xD5LIfkIrpAj,2017-01-01,ar,0.556,0.7559999999999999,0.0326,89.95700000000002,0.411,0.192,69.0,1
184.0,Se Parece Más A Ti,Jambao,15600.0,https://open.spotify.com/track/4bWdlExSeKAotB6uJwxFlf,2017-01-01,ar,0.6859999999999999,0.7759999999999999,0.0837,179.915,0.94,0.16,49.0,1
185.0,Persiana Americana,Agapornis,15501.0,https://open.spotify.com/track/4amGeAvkzFunJTHZ0KJZba,2017-01-01,ar,0.7190000000000001,0.7090000000000001,0.0333,111.919,0.931,0.0277,58.0,1
186.0,Carnaval,Maluma,14952.0,https://open.spotify.com/track/1nO4EGuBjR75IGbFYzqPxO,2017-01-01,ar,0.74,0.8590000000000001,0.033,130.011,0.782,0.0365,89.0,1
187.0,Quiero Que Sepas,Juan Magán,14900.0,https://open.spotify.com/track/0fm7fJ4aZv6Wx0klIcyXPz,2017-01-01,ar,0.715,0.6559999999999999,0.0484,110.055,0.593,0.391,82.0,1
188.0,Adventure Of A Lifetime,Coldplay,14834.0,https://open.spotify.com/track/69uxyAqqPIsUyTO8txoP2M,2017-01-01,ar,0.638,0.924,0.0359,111.995,0.529,0.00205,89.0,1
189.0,Volaré,Benjamín Amadeo,14786.0,https://open.spotify.com/track/34mvkVskpYxe7CfkEs3XCY,2017-01-01,ar,0.63,0.713,0.0443,81.999,0.547,0.264,47.0,1
191.0,Madrugada,La Beriso,14684.0,https://open.spotify.com/track/4SGCn3ZVXa7bepHuAdQvC9,2017-01-01,ar,0.637,0.455,0.0308,147.233,0.619,0.165,66.0,1
192.0,What Do You Mean?,Justin Bieber,14498.0,https://open.spotify.com/track/3pzjHKrQSvXGHQ98dx18HI,2017-01-01,ar,0.845,0.5670000000000001,0.0956,125.02,0.7929999999999999,0.59,91.0,1
193.0,En La Intimidad,Ozuna,14484.0,https://open.spotify.com/track/0QetVR4wwvyiTezQeFNdeZ,2017-01-01,ar,0.7490000000000001,0.6709999999999999,0.0568,113.077,0.12,0.0446,95.0,1
194.0,Tus Ojos No Me Ven,Agapornis,14483.0,https://open.spotify.com/track/5lZzrsIShvSlXlYlJiaiEf,2017-01-01,ar,0.755,0.8590000000000001,0.0345,100.024,0.926,0.0865,58.0,1
195.0,Una Ráfaga de Amor,Rafaga,14419.0,https://open.spotify.com/track/4i5NFoPWqTqlsR4WyoVFtB,2017-01-01,ar,0.773,0.918,0.0461,99.966,0.921,0.236,62.0,1
196.0,Sólo necesito,#TocoParaVos,14397.0,https://open.spotify.com/track/7kK1cPOZ9RxZcgamiYysxw,2017-01-01,ar,0.68,0.73,0.0315,108.997,0.935,0.1,55.0,1
197.0,Lean On (feat. MØ & DJ Snake),Major Lazer,14304.0,https://open.spotify.com/track/4WjH9Bzt3kx7z8kl0awxh4,2017-01-01,ar,0.723,0.809,0.0625,98.007,0.274,0.00346,85.0,1
198.0,Sugar,Maroon 5,14248.0,https://open.spotify.com/track/494OU6M7NOf4ICYb4zWCf5,2017-01-01,ar,0.748,0.7879999999999999,0.0334,120.076,0.884,0.0591,89.0,1
199.0,No hay más nada,Los Totora,14232.0,https://open.spotify.com/track/2nruW43pcr20cNm3DBCDbz,2017-01-01,ar,0.534,0.7340000000000001,0.229,210.158,0.809,0.0183,56.0,1
200.0,Tal Vez,Marama,14204.0,https://open.spotify.com/track/6aZOHHz5AvwM4MA6ygFjIY,2017-01-01,ar,0.813,0.691,0.034,109.972,0.578,0.0447,65.0,1
104.0,The Scientist,Coldplay,18534.0,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-02,ar,0.56,0.442,0.0243,146.44799999999995,0.212,0.727,89.0,1
117.0,Mercy,Shawn Mendes,16760.0,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a,2017-01-02,ar,0.469,0.68,0.117,147.734,0.374,0.13699999999999998,86.0,1
121.0,Thinking Out Loud,Ed Sheeran,16365.0,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,2017-01-02,ar,0.7809999999999999,0.445,0.0295,78.998,0.591,0.474,97.0,1
124.0,Crimen,Gustavo Cerati,16125.0,https://open.spotify.com/track/3oqWr0jDWNXxWufNogGREp,2017-01-02,ar,0.537,0.502,0.025,80.51100000000002,0.28800000000000003,0.44,70.0,1
128.0,Faded,Alan Walker,15793.0,https://open.spotify.com/track/7gHs73wELdeycvS48JfIos,2017-01-02,ar,0.589,0.6509999999999999,0.0306,90.01100000000002,0.166,0.0291,84.0,1
132.0,Starving,Hailee Steinfeld,15434.0,https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe,2017-01-02,ar,0.636,0.633,0.126,99.721,0.512,0.371,87.0,1
135.0,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,15328.0,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2017-01-02,ar,0.735,0.451,0.0585,117.973,0.0862,0.0631,84.0,1
138.0,Un Polvo,Maluma,14949.0,https://open.spotify.com/track/01vHGJRvJ6EZW9KO8NtZpi,2017-01-02,ar,0.8109999999999999,0.6809999999999999,0.0712,134.062,0.468,0.6729999999999999,89.0,1
139.0,Say You Won't Let Go,James Arthur,14882.0,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2017-01-02,ar,0.358,0.557,0.059,85.04299999999998,0.494,0.695,84.0,1
143.0,All We Know,The Chainsmokers,14767.0,https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK,2017-01-02,ar,0.662,0.586,0.0307,90.0,0.29600000000000004,0.097,90.0,1
146.0,Photograph,Ed Sheeran,14560.0,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,2017-01-02,ar,0.614,0.379,0.0476,107.989,0.201,0.607,97.0,1
148.0,Black Beatles,Rae Sremmurd,14454.0,https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo,2017-01-02,ar,0.794,0.6459999999999999,0.0614,145.931,0.322,0.13,83.0,1
149.0,Ya Me Enteré,Reik,14359.0,https://open.spotify.com/track/0lPXFrKyl8HkdQ2E6NmNja,2017-01-02,ar,0.619,0.452,0.028,131.981,0.174,0.502,81.0,1
151.0,Creo,Callejeros,14270.0,https://open.spotify.com/track/5Bi9Cq5oVFy1OtUgecbegZ,2017-01-02,ar,0.382,0.912,0.0551,187.941,0.56,0.00169,65.0,1
153.0,Rompecabezas de Amor,Las Pastillas del Abuelo,13701.0,https://open.spotify.com/track/6qs5C2MEAHfF2jUdEzpWut,2017-01-02,ar,0.597,0.64,0.0316,75.036,0.46,0.6459999999999999,65.0,1
154.0,Puente,Gustavo Cerati,13689.0,https://open.spotify.com/track/6gwaa6ElIixNTvu6RwkMyo,2017-01-02,ar,0.444,0.471,0.0322,76.335,0.205,0.00161,70.0,1
156.0,Ando buscando,Carlos Baute,13649.0,https://open.spotify.com/track/7BwJtE8KSbCQKOCTIAY3jX,2017-01-02,ar,0.7120000000000001,0.841,0.0455,98.003,0.6579999999999999,0.0685,69.0,1
158.0,Dueles,Jesse & Joy,13504.0,https://open.spotify.com/track/1iRvhKiXRElIH2Uf4gd95P,2017-01-02,ar,0.531,0.8340000000000001,0.052000000000000005,142.026,0.526,0.277,78.0,1
161.0,Me Quema,Paulina Rubio,13384.0,https://open.spotify.com/track/0VjbN2rfs40mHQ5mZN9UCE,2017-01-02,ar,0.747,0.7909999999999999,0.0986,92.046,0.6809999999999999,0.071,68.0,1
163.0,Into You,Ariana Grande,13325.0,https://open.spotify.com/track/7yHEDfrJNd0zWOfXwydNH0,2017-01-02,ar,0.636,0.727,0.106,107.988,0.358,0.0161,86.0,1
165.0,By Your Side,Jonas Blue,13171.0,https://open.spotify.com/track/1D3ODoXHBLpdxolZRHWV1j,2017-01-02,ar,0.696,0.743,0.0331,122.978,0.644,0.0778,80.0,1
167.0,La noche,Andrés Calamaro,13080.0,https://open.spotify.com/track/1zI2cbdyNRPNQJONGMtHj2,2017-01-02,ar,0.574,0.853,0.0437,95.999,0.8909999999999999,0.0303,71.0,1
169.0,Como Te Extraño,Abel Pintos,12882.0,https://open.spotify.com/track/2PlyHAHOb0kJrbfI1MFCYC,2017-01-02,ar,0.262,0.521,0.0376,63.42,0.228,0.4370000000000001,71.0,1
170.0,Tan Fácil,CNCO,12876.0,https://open.spotify.com/track/1TxgZRcy3kZ7JaEp88MDbC,2017-01-02,ar,0.706,0.884,0.0435,90.036,0.506,0.292,81.0,1
171.0,Traicionero,La Beriso,12688.0,https://open.spotify.com/track/0sOpGWXWkxNDev51Dst3fQ,2017-01-02,ar,0.675,0.7709999999999999,0.0282,132.03799999999998,0.619,0.127,66.0,1
172.0,Quiero Que Vuelvas,Alejandro Fernandez,12499.0,https://open.spotify.com/track/2Zw7rSucHm0MIph9gmNiSn,2017-01-02,ar,0.81,0.474,0.0543,120.071,0.778,0.116,78.0,1
173.0,Hymn For The Weekend,Coldplay,12452.0,https://open.spotify.com/track/3RiPr603aXAoi4GHyXx0uy,2017-01-02,ar,0.49,0.743,0.0409,89.97399999999998,0.363,0.255,89.0,1
174.0,Falsas Mentiras (feat. Ozuna),Los De La Nazza,12380.0,https://open.spotify.com/track/36JI0KHc591i9liHaFqDFG,2017-01-02,ar,0.637,0.679,0.151,87.37200000000001,0.621,0.0509,58.0,1
175.0,Pretextos,Maluma,12299.0,https://open.spotify.com/track/7HDOS7qOhBxmcsWTv29PSK,2017-01-02,ar,0.8290000000000001,0.7120000000000001,0.135,86.979,0.644,0.253,89.0,1
176.0,Legui,La Beriso,12153.0,https://open.spotify.com/track/6VhCpWspvtTNlx0EifVK3v,2017-01-02,ar,0.442,0.8909999999999999,0.0479,147.991,0.486,0.00136,66.0,1
178.0,7 Years,Lukas Graham,12068.0,https://open.spotify.com/track/7129iqBafaphfc3WPCGC0L,2017-01-02,ar,0.728,0.489,0.0611,119.816,0.316,0.313,73.0,1
179.0,Stitches,Shawn Mendes,12041.0,https://open.spotify.com/track/1WP1r7fuvRqZRnUaTi2I1Q,2017-01-02,ar,0.746,0.754,0.067,149.882,0.764,0.0152,86.0,1
180.0,Quien Dijo Amigos,Carlitos Rossy,11991.0,https://open.spotify.com/track/5mmeEKfSZZiggiRsNF5kot,2017-01-02,ar,0.758,0.838,0.0798,87.995,0.91,0.343,59.0,1
181.0,Trátame Suavemente - Remasterizado 2007,Soda Stereo,11972.0,https://open.spotify.com/track/65DBZofI0b79kfHTcWWDuU,2017-01-02,ar,0.738,0.8009999999999999,0.0284,122.857,0.532,0.0438,76.0,1
183.0,Obsesionado,Farruko,11783.0,https://open.spotify.com/track/5Jt4zdXTd9y1zxihiNYQI1,2017-01-02,ar,0.696,0.8759999999999999,0.0801,169.02700000000004,0.669,0.0506,87.0,1
184.0,Rocanroles Sin Destino,Callejeros,11697.0,https://open.spotify.com/track/46yA2K9FA0PaCbeWkezvFC,2017-01-02,ar,0.636,0.642,0.0284,125.96,0.328,0.126,65.0,1
185.0,The Love You Got,Poncho,11667.0,https://open.spotify.com/track/3HZTBtQd6SPsCY1Nvo55f0,2017-01-02,ar,0.695,0.6,0.0352,124.0,0.332,0.02,41.0,1
187.0,Spaghetti del Rock,Divididos,11645.0,https://open.spotify.com/track/6rg1MBZqggsQ5olFGTw0rr,2017-01-02,ar,0.626,0.389,0.0254,97.708,0.6559999999999999,0.677,61.0,1
188.0,Hear Me Now,Alok,11630.0,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON,2017-01-02,ar,0.789,0.442,0.0421,121.971,0.45,0.586,79.0,1
190.0,Fake Love,Drake,11582.0,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,2017-01-02,ar,0.927,0.488,0.42,133.987,0.605,0.108,100.0,1
192.0,Send My Love (To Your New Lover),Adele,11497.0,https://open.spotify.com/track/4BHzQ9C00ceJxfG16AlNWb,2017-01-02,ar,0.69,0.524,0.103,164.023,0.562,0.0415,85.0,1
195.0,El Pecado,Ozuna,11294.0,https://open.spotify.com/track/5waUXf92wjHTSOmSQz02W4,2017-01-02,ar,0.74,0.645,0.13699999999999998,124.943,0.457,0.507,95.0,1
197.0,"Tarara (Remix) [feat. Farruko, Ozuna, Cosculluela, Arcangel & Zion]",Alexio,11193.0,https://open.spotify.com/track/5GVvn3XvDtcXJpfN0GmtUp,2017-01-02,ar,0.743,0.752,0.229,82.11,0.465,0.188,65.0,1
198.0,Bad Things (with Camila Cabello),Machine Gun Kelly,11135.0,https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj,2017-01-02,ar,0.675,0.69,0.132,137.817,0.272,0.21,81.0,1
200.0,Qué Gano Olvidándote - Versión Urbana,Reik,11112.0,https://open.spotify.com/track/3H179O48ynsu9q8LOnFQZY,2017-01-02,ar,0.49,0.894,0.0947,197.989,0.653,0.0869,81.0,1
151.0,Shed a Light,Robin Schulz,14231.0,https://open.spotify.com/track/1cG0umU5TKStygKsPFZ9pY,2017-01-03,ar,0.483,0.787,0.102,122.058,0.58,0.112,82.0,1
190.0,Hoja en Blanco,Dread Mar I,11524.0,https://open.spotify.com/track/0oNpxZqwRZwVOD09fD0gzm,2017-01-03,ar,0.705,0.75,0.0468,140.037,0.5479999999999999,0.225,71.0,1
195.0,Su Novio Anterior,El Villano,11343.0,https://open.spotify.com/track/64CvAy6EPQpxCNbW2LNze9,2017-01-03,ar,0.8640000000000001,0.615,0.0835,94.004,0.94,0.039,53.0,1
196.0,Quisiera,CNCO,11238.0,https://open.spotify.com/track/4iPV0gcc8keTFl6qxqP73M,2017-01-03,ar,0.6629999999999999,0.8740000000000001,0.0506,91.85,0.5539999999999999,0.147,81.0,1
197.0,Tan Fácil - Urban Remix,CNCO,11202.0,https://open.spotify.com/track/6ZvmnulA6jJY3lvveuCz77,2017-01-03,ar,0.8,0.8190000000000001,0.0461,93.055,0.599,0.136,81.0,1
96.0,Ya No Hay Nadie Que Nos Pare,TINI,20323.0,https://open.spotify.com/track/6c9eHvNPci0RsK8Er0QI6v,2017-01-04,ar,0.345,0.648,0.277,200.416,0.7170000000000001,0.305,61.0,1
112.0,Too Good,Drake,17926.0,https://open.spotify.com/track/11KJSRSgaDxqydKYiD2Jew,2017-01-04,ar,0.804,0.648,0.117,117.983,0.392,0.0573,100.0,1
141.0,Love My Life,Robbie Williams,15153.0,https://open.spotify.com/track/1YW369EbVyjpeLE3YbsjKQ,2017-01-04,ar,0.5429999999999999,0.6859999999999999,0.0285,95.995,0.375,0.00601,73.0,1
158.0,Mata,Marka Akme,13862.0,https://open.spotify.com/track/6h8rrNrOCdBbz37IhcvApT,2017-01-04,ar,0.8109999999999999,0.6759999999999999,0.0385,88.009,0.958,0.342,47.0,1
184.0,Nunca quise,Intoxicados,11998.0,https://open.spotify.com/track/0ZAJ660VP57lLK4U7NlGOy,2017-01-04,ar,0.71,0.787,0.0279,118.002,0.8740000000000001,0.0891,60.0,1
188.0,Abrazame,Rombai,11782.0,https://open.spotify.com/track/1n9hIe71hmoQKQpA7ClT9O,2017-01-04,ar,0.732,0.855,0.0391,115.03,0.6940000000000001,0.0496,67.0,1
189.0,Make You Mine,Maxi Trusso,11743.0,https://open.spotify.com/track/02zBhKZIES8MMX9lvo1WKQ,2017-01-04,ar,0.782,0.8009999999999999,0.0903,109.997,0.46,0.527,46.0,1
193.0,La niñera,AX 13,11554.0,https://open.spotify.com/track/7r8ku3BunFqO8MdxIMefaO,2017-01-04,ar,0.524,0.8029999999999999,0.0785,196.065,0.974,0.0809,46.0,1
197.0,A las Nueve,No Te Va Gustar,11481.0,https://open.spotify.com/track/0uuEqOyKlABOB7hzWKcEeG,2017-01-04,ar,0.624,0.8029999999999999,0.0262,129.931,0.825,0.19,68.0,1
199.0,Tu y Yo (feat. Daddy Yankee),Tommy Torres,11426.0,https://open.spotify.com/track/5Hiu520lWG4YPrMugnNnkP,2017-01-04,ar,0.507,0.583,0.0664,165.78599999999997,0.24,0.0509,68.0,1
200.0,Aventura,Pijama Party,11408.0,https://open.spotify.com/track/1y9mv4NMheIuIUKf9hsIsy,2017-01-04,ar,0.531,0.815,0.0677,108.05,0.6859999999999999,0.0117,54.0,1
149.0,Pull-Up,Jason Derulo,15162.0,https://open.spotify.com/track/1SYqEFrLotYNBTJbNXKEa5,2017-01-05,ar,0.643,0.759,0.155,191.955,0.46,0.0025800000000000003,87.0,1
200.0,Detras De Ti (Remix) [feat. Ozuna],Jory Boy,11922.0,https://open.spotify.com/track/74eN3ZNL7krJw1BIcjA5pc,2017-01-05,ar,0.77,0.7240000000000001,0.154,172.00599999999997,0.8170000000000001,0.0639,70.0,1
29.0,Shape of You,Ed Sheeran,57617.0,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-01-06,ar,0.825,0.652,0.0802,95.977,0.931,0.581,97.0,1
